"id","PitNextLap"
439140,0.038054671138525
439141,0.0678702197037637
439142,0.0361317140050232
439143,0.520551338791847
439144,0.948241770267487
439145,0.492232397198677
439146,0.0213773753494024
439147,0.0149709531106055
439148,0.171669982373714
439149,0.00883441464975476
439150,0.856330156326294
439151,0.0427704425528646
439152,0.111963216215372
439153,0.0134845837019384
439154,0.00605673063546419
439155,0.988007724285126
439156,0.0193855380639434
439157,0.132276318967342
439158,0.0756480265408754
439159,0.828936994075775
439160,0.832583546638489
439161,0.0170595487579703
439162,0.0268451143056154
439163,0.952222526073456
439164,0.954129904508591
439165,0.0070405132137239
439166,0.0246715652756393
439167,0.00492248916998506
439168,0.0101073326077312
439169,0.117041978053749
439170,0.0165395594667643
439171,0.942979693412781
439172,0.0122017979156226
439173,0.631468072533607
439174,0.906365305185318
439175,0.980876803398132
439176,0.240918293595314
439177,0.123043585568666
439178,0.0034243204863742
439179,0.00986871821805835
439180,0.816275805234909
439181,0.654339373111725
439182,0.0935741029679775
439183,0.106849957257509
439184,0.146055541932583
439185,0.0505290310829878
439186,0.0174316372722387
439187,0.0156215492170304
439188,0.0484320586547256
439189,0.0164892124012113
439190,0.0327351409941912
439191,0.801252871751785
439192,0.0154383960179985
439193,0.0534024564549327
439194,0.0504651963710785
439195,0.0267711468040943
439196,0.447737798094749
439197,0.158989816904068
439198,0.0363367041572928
439199,0.819830268621445
439200,0.0219626585021615
439201,0.896544337272644
439202,0.0301500204950571
439203,0.0265370276756585
439204,0.011867986060679
439205,0.00521519291214645
439206,0.986286550760269
439207,0.0605044430121779
439208,0.0475391466170549
439209,0.0683100894093513
439210,0.174352139234543
439211,0.132822807878256
439212,0.0182495089247823
439213,0.109523087739944
439214,0.123275950551033
439215,0.0109635493718088
439216,0.0153023649472743
439217,0.735748887062073
439218,0.00755192968063056
439219,0.988440871238708
439220,0.140444938093424
439221,0.674585223197937
439222,0.0109717699233443
439223,0.154322125017643
439224,0.870352894067764
439225,0.0895964093506336
439226,0.962929397821426
439227,0.0573591813445091
439228,0.239437937736511
439229,0.65786150097847
439230,0.916269272565842
439231,0.0330573255196214
439232,0.039918671362102
439233,0.0415347320958972
439234,0.21358048915863
439235,0.0198015654459596
439236,0.587815999984741
439237,0.967271417379379
439238,0.924363791942596
439239,0.946128785610199
439240,0.0976712629199028
439241,0.0113586434163153
439242,0.0319275935180485
439243,0.00482561427634209
439244,0.0404620114713907
439245,0.93995127081871
439246,0.00685258884914219
439247,0.958249181509018
439248,0.0379094379022717
439249,0.0160950517747551
439250,0.0874638985842466
439251,0.677995800971985
439252,0.637588977813721
439253,0.0134587632492185
439254,0.166717924177647
439255,0.0887502357363701
439256,0.354980304837227
439257,0.197005733847618
439258,0.0087492442689836
439259,0.0316392369568348
439260,0.00302261731121689
439261,0.0999199077486992
439262,0.346872113645077
439263,0.0107555838767439
439264,0.967478901147842
439265,0.273926846683025
439266,0.057075098156929
439267,0.0913790371268988
439268,0.0370587110519409
439269,0.0133341372711584
439270,0.181900262832642
439271,0.00422480097040534
439272,0.0477879121899605
439273,0.65415695309639
439274,0.340485662221909
439275,0.665800124406815
439276,0.0218393204268068
439277,0.785497963428497
439278,0.527827829122543
439279,0.0864558108150959
439280,0.0217535635456443
439281,0.0183597900904715
439282,0.923464268445969
439283,0.0464807795360684
439284,0.0750675518065691
439285,0.148084744811058
439286,0.015767122618854
439287,0.0189185766503215
439288,0.782700449228287
439289,0.00511677982285619
439290,0.0127463014796376
439291,0.0672998577356339
439292,0.138067129999399
439293,0.00655283196829259
439294,0.967013865709305
439295,0.989063799381256
439296,0.550610974431038
439297,0.866641879081726
439298,0.0320713082328439
439299,0.156007297337055
439300,0.880328208208084
439301,0.00774871837347746
439302,0.0695373173803091
439303,0.00788522022776306
439304,0.0309008592739701
439305,0.92585426568985
439306,0.958083212375641
439307,0.966006815433502
439308,0.00655719079077244
439309,0.00867022946476936
439310,0.026587616186589
439311,0.0561038292944431
439312,0.0113271595910192
439313,0.148165501654148
439314,0.162455003708601
439315,0.0693434327840805
439316,0.0404446488246322
439317,0.0623597092926502
439318,0.0516121629625559
439319,0.0028507110546343
439320,0.0430564694106579
439321,0.929523468017578
439322,0.841498404741287
439323,0.175159305334091
439324,0.059632632881403
439325,0.00612554862163961
439326,0.0131893367506564
439327,0.0715439710766077
439328,0.0833039311692119
439329,0.0370732629671693
439330,0.0580245740711689
439331,0.0127455149777234
439332,0.951915681362152
439333,0.169945944100618
439334,0.0248252246528864
439335,0.00718017132021487
439336,0.959723085165024
439337,0.00297111715190113
439338,0.0886468999087811
439339,0.304205715656281
439340,0.931259423494339
439341,0.420062839984894
439342,0.948837786912918
439343,0.148520812392235
439344,0.0401767212897539
439345,0.975419610738754
439346,0.916944622993469
439347,0.743948698043823
439348,0.905908554792404
439349,0.00870613916777074
439350,0.00813825754448771
439351,0.877686321735382
439352,0.747256606817245
439353,0.852907508611679
439354,0.00466393504757434
439355,0.462579891085625
439356,0.912445783615112
439357,0.055982569232583
439358,0.00737999356351793
439359,0.810223281383514
439360,0.0270840069279075
439361,0.00592934410087764
439362,0.0237746513448656
439363,0.953888744115829
439364,0.011582974344492
439365,0.00574110820889473
439366,0.0252615576609969
439367,0.860817074775696
439368,0.0494694653898478
439369,0.0435111615806818
439370,0.234863594174385
439371,0.957687050104141
439372,0.962807923555374
439373,0.746022790670395
439374,0.932761788368225
439375,0.0204813852906227
439376,0.892115741968155
439377,0.780672907829285
439378,0.016003536991775
439379,0.0465098293498158
439380,0.916236847639084
439381,0.0213503879494965
439382,0.156942643225193
439383,0.615419715642929
439384,0.129964493215084
439385,0.905382037162781
439386,0.169382445514202
439387,0.0229568728245795
439388,0.964574098587036
439389,0.036613242700696
439390,0.532797738909721
439391,0.729713678359985
439392,0.0460787750780582
439393,0.95042696595192
439394,0.46961210668087
439395,0.0480981413275003
439396,0.0355423130095005
439397,0.459747299551964
439398,0.444683253765106
439399,0.0906851105391979
439400,0.0061208059778437
439401,0.903801143169403
439402,0.0161989408079535
439403,0.243949443101883
439404,0.0120845846831799
439405,0.874833673238754
439406,0.143138200044632
439407,0.0055194478482008
439408,0.00534409959800541
439409,0.986891567707062
439410,0.0657132044434547
439411,0.95795014500618
439412,0.96782860159874
439413,0.0255119055509567
439414,0.222096905112267
439415,0.0739577300846577
439416,0.131088800728321
439417,0.0814043879508972
439418,0.600990265607834
439419,0.109049148857594
439420,0.814922749996185
439421,0.392730593681335
439422,0.0721588842570782
439423,0.567052811384201
439424,0.240617141127586
