"id","PitNextLap"
439140,0.024023346439004
439141,0.0374143919907509
439142,0.0216896208003163
439143,0.426044555902481
439144,0.939425679326057
439145,0.420717123508453
439146,0.0120529162231833
439147,0.0108501628618687
439148,0.163266300261021
439149,0.00537726911716163
439150,0.786356992840767
439151,0.0271805429235101
439152,0.109899983912706
439153,0.00792067917063833
439154,0.00505652689561248
439155,0.984005539894104
439156,0.0241507186926901
439157,0.11276785966754
439158,0.061848841033876
439159,0.743893251180649
439160,0.750816285252571
439161,0.00959212426096201
439162,0.0273363311439753
439163,0.932036464691162
439164,0.900577832698822
439165,0.00586464186199009
439166,0.0151388635858893
439167,0.00394629780203104
439168,0.00759549043141306
439169,0.0633907802402974
439170,0.0107829011157155
439171,0.914567975640297
439172,0.00818565363250671
439173,0.515726369023323
439174,0.891083636522293
439175,0.983516022205353
439176,0.280260428845882
439177,0.10477515463531
439178,0.00384579061018303
439179,0.00745858042500915
439180,0.733582364320755
439181,0.588112425208092
439182,0.0660458000600338
439183,0.0849419902116059
439184,0.13933829459548
439185,0.0627626194432378
439186,0.0105361798778176
439187,0.008643904235214
439188,0.0276128025725484
439189,0.0110013037919998
439190,0.0210392263941467
439191,0.728117378234864
439192,0.0127251644022763
439193,0.0640869626365602
439194,0.0280280294828117
439195,0.0214984437786043
439196,0.318006822645664
439197,0.128037930905819
439198,0.0232580085843801
439199,0.751610357999801
439200,0.0105355209670961
439201,0.821348858952522
439202,0.0304660681560636
439203,0.0146709312684834
439204,0.00855830474756655
439205,0.00566403865721077
439206,0.985526114344597
439207,0.0366658882573247
439208,0.0313448280319572
439209,0.06746052326262
439210,0.14038729172945
439211,0.102832640960813
439212,0.0124243133813143
439213,0.0972900076210497
439214,0.108374419897795
439215,0.00617058621719479
439216,0.00903692469000816
439217,0.6170964833498
439218,0.00886249797046187
439219,0.97970580303669
439220,0.135815039560199
439221,0.573884041547775
439222,0.00644548144191504
439223,0.123171326488256
439224,0.835221955418587
439225,0.0717866113185883
439226,0.914677731394768
439227,0.0492160652279854
439228,0.181312708079815
439229,0.502797577381134
439230,0.831633769750595
439231,0.0297177410684526
439232,0.0220288838371634
439233,0.0347219061069191
439234,0.18152441906929
439235,0.0127345847859979
439236,0.491570419073105
439237,0.952763565778732
439238,0.809597329974174
439239,0.846178647518158
439240,0.0846783038079736
439241,0.0157355362661183
439242,0.0344683453310281
439243,0.00365269498433918
439244,0.0237824902050197
439245,0.86853989815712
439246,0.00545546296052635
439247,0.865024322271347
439248,0.0283488001786172
439249,0.00973638985306024
439250,0.0550708542317152
439251,0.587540470480919
439252,0.605784550189972
439253,0.0126160029321909
439254,0.151954078584909
439255,0.0719979105740785
439256,0.239895508825779
439257,0.177204294830561
439258,0.00580798718146981
439259,0.032684659615159
439260,0.00284215639112517
439261,0.0956238628774879
439262,0.317254111498595
439263,0.00666998629458249
439264,0.955037391543389
439265,0.193415268361569
439266,0.0313065050393342
439267,0.0761980642601846
439268,0.0252228210531175
439269,0.00898748650029301
439270,0.155887826323509
439271,0.00385887851007283
439272,0.0407741829380393
439273,0.554687155246735
439274,0.272892503976822
439275,0.617238500237465
439276,0.0125322393141687
439277,0.642760537743568
439278,0.415618637442589
439279,0.0678203582614661
439280,0.0122277266345918
439281,0.0121720134392381
439282,0.867302440047264
439283,0.0478270493783057
439284,0.0493682345449924
439285,0.115259402871132
439286,0.00955982506275177
439287,0.00979979475960135
439288,0.674433062911034
439289,0.00390138826332986
439290,0.0113512328006327
439291,0.0625044209063051
439292,0.126763560071587
439293,0.00604451424442232
439294,0.907520253181458
439295,0.976095112800598
439296,0.403668736338615
439297,0.763599326610565
439298,0.0273172905780375
439299,0.130178409576416
439300,0.816984729528427
439301,0.0059864167124033
439302,0.0528593042269349
439303,0.00626612027361989
439304,0.0253800356164574
439305,0.880698463439942
439306,0.878983397603035
439307,0.921052863717079
439308,0.00477641634643078
439309,0.0104314304534346
439310,0.0231457511261105
439311,0.044808246716857
439312,0.00648756558075547
439313,0.125194811075926
439314,0.103896892935038
439315,0.0573735931515694
439316,0.0259159716293216
439317,0.0484287496656179
439318,0.0529779043495655
439319,0.00284858079976402
439320,0.0305384340807796
439321,0.848468183279037
439322,0.716931353449821
439323,0.232181993991136
439324,0.0586918294727802
439325,0.00468850613106042
439326,0.00974236242473128
439327,0.0582992862388492
439328,0.0513358876556157
439329,0.0232437815628946
439330,0.0477819859385491
439331,0.00796442843228578
439332,0.93828630232811
439333,0.155705706521869
439334,0.0161753417924047
439335,0.00474005984142423
439336,0.888813078999519
439337,0.00362764374585822
439338,0.0688510660976171
439339,0.280655089139938
439340,0.868576328754425
439341,0.271353739619255
439342,0.898524342656136
439343,0.112490349262953
439344,0.0392197910174727
439345,0.939130917310715
439346,0.833572740674019
439347,0.673131929516792
439348,0.796468412637711
439349,0.00809742746595295
439350,0.00619594154320657
439351,0.833399094581604
439352,0.646234702110291
439353,0.761568554759026
439354,0.00451353419339284
439355,0.332326512932777
439356,0.83848945915699
439357,0.0496757636964321
439358,0.00681697929929943
439359,0.684154288053512
439360,0.0267682815901935
439361,0.00597390776965768
439362,0.0154106262251735
439363,0.942997598052025
439364,0.0088919640984386
439365,0.0054825380211696
439366,0.0181984188966453
439367,0.788746217489243
439368,0.043199671626091
439369,0.0375514682680368
439370,0.180995326995849
439371,0.945882984399795
439372,0.92267262840271
439373,0.61875279891491
439374,0.891053125262261
439375,0.0161625793315471
439376,0.785999816179276
439377,0.636252301096916
439378,0.0110393203794956
439379,0.0248508492819965
439380,0.855597775697708
439381,0.0122662721313536
439382,0.149362804979086
439383,0.51702084684372
439384,0.108946586579084
439385,0.837162789106369
439386,0.0973466502726077
439387,0.0145845850929618
439388,0.896625800848007
439389,0.0521892907842994
439390,0.471488409340382
439391,0.592175889134407
439392,0.0286905830726027
439393,0.926664027452469
439394,0.443374471306801
439395,0.0523924937471748
439396,0.0239668280333281
439397,0.335519829332828
439398,0.343440454602242
439399,0.0751723291575911
439400,0.00396303704474121
439401,0.769135061264038
439402,0.00911449640989304
439403,0.215749306261539
439404,0.00741243665106595
439405,0.856087611913681
439406,0.114203869700432
439407,0.0041291241068393
439408,0.00374961341731251
439409,0.983043154835701
439410,0.0636005273163319
439411,0.924193658709526
439412,0.948223707199097
439413,0.0190868161842227
439414,0.260011812508106
439415,0.0679491719454526
439416,0.0966676196455956
439417,0.0750508232563734
439418,0.502631812334061
439419,0.0785479058027268
439420,0.716462133169174
439421,0.435499802708626
439422,0.0666447117775679
439423,0.44804889523983
439424,0.185513084113598
439425,0.0343426115103066
439426,0.123540674716234
439427,0.85955064713955
439428,0.175075485706329
439429,0.0211251245215535
439430,0.825395134568214
439431,0.119199709832668
439432,0.82976172542572
439433,0.00422864663414657
439434,0.0599494658373296
439435,0.0846424788683654
439436,0.0330227046720684
439437,0.879026636004448
439438,0.851231936335564
439439,0.079591708123684
439440,0.8436184527874
439441,0.00357913225889206
439442,0.0555297693237662
439443,0.0524073628559709
439444,0.00967254233546555
439445,0.00277769542299211
439446,0.103659514680505
439447,0.12999415704608
439448,0.24555452477932
439449,0.00817917581833898
439450,0.0322556617856025
439451,0.00761243049055339
439452,0.0299644282050431
439453,0.00865388358943165
439454,0.899367675185204
439455,0.140707886919379
439456,0.0433586590439083
439457,0.012452734388411
439458,0.018908096011728
439459,0.470732384443283
439460,0.695337617754936
439461,0.0188750331979245
439462,0.420046408176422
439463,0.083001509010792
439464,0.619767218112946
439465,0.965749044895172
439466,0.727550190925598
439467,0.594461339235306
439468,0.0570454197004438
439469,0.00833879620768131
439470,0.249552101433277
439471,0.480940201103687
439472,0.105929167509079
439473,0.138857136100531
439474,0.0265455878451466
439475,0.048898549888283
439476,0.173203897505998
439477,0.876836248397827
439478,0.10364482691884
439479,0.310426201611757
439480,0.39229279500246
439481,0.738692583441734
439482,0.055654290407896
439483,0.563446635127068
439484,0.463747974872589
439485,0.0105134918121621
439486,0.762625871539116
439487,0.00949591281823814
439488,0.0135589989926666
439489,0.503075768947601
439490,0.761221834659576
439491,0.0060679468549788
439492,0.658185004591942
439493,0.0838440633416178
439494,0.673697417616844
439495,0.120816878676414
439496,0.0434998966604471
439497,0.383823441386223
439498,0.648040932059288
439499,0.96946855020523
439500,0.0225740018412471
439501,0.416365707755088
439502,0.263756868600845
439503,0.805026204228402
439504,0.0133779744263739
439505,0.332496683895588
439506,0.446228547453881
439507,0.131824925988912
439508,0.0147409819290042
439509,0.524128354668617
439510,0.87949332857132
439511,0.0104903084337711
439512,0.0110125457048416
439513,0.0038860144559294
439514,0.936343570709229
439515,0.886036461114884
439516,0.927211818814278
439517,0.0454943946786225
439518,0.0117979679442942
439519,0.00738778384402396
439520,0.395814695179462
439521,0.435066625237465
439522,0.515721994280815
439523,0.0263200023472309
439524,0.0433227054178715
439525,0.101238390490413
439526,0.811083492517471
439527,0.704508349180222
439528,0.124802970439195
